,Name,Date,Pattern,Closing Price,High after 1 day,High after 2 days,High after 3 days,High after 4 days,High after 5 days,High after 6 days,High after 7 days,High after 8 days,High after 9 days,High after 10 days,High after 15 days,High after 20 days,High after 25 days,High after 30 days,Up/down after 1 day,Up/down after 2 day,Up/down after 3 day,Up/down after 4 day,Up/down after 5 day,Up/down after 6 day,Up/down after 7 day,Up/down after 8 day,Up/down after 9 day,Up/down after 10 day,Up/down after 15 day,Up/down after 20 day,Up/down after 25 day,Up/down after 30 day,% change after 1 days,% change after 2 days,% change after 3 days,% change after 4 days,% change after 5 days,% change after 6 days,% change after 7 days,% change after 8 days,% change after 9 days,% change after 10 days,% change after 15 days,% change after 20 days,% change after 25 days,% change after 30 days
245,Sunpower Corporation,2016-03-29,engulfing_bullish,14.75442028,15.25867653,14.81990814,14.78061581,14.78716373,14.28945637,14.17812729,14.24361515,14.49246883,14.23706627,13.93582153,14.21087074,14.39423656,12.61296654,11.15258694,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.42%,0.44%,0.18%,0.22%,-3.15%,-3.91%,-3.46%,-1.78%,-3.51%,-5.55%,-3.68%,-2.44%,-14.51%,-24.41%
246,Sunpower Corporation,2016-07-26,engulfing_bullish,10.2423048,10.65487862,10.2946949,9.816634178,9.744597435,9.613620758,9.751146317,9.842828751,9.954157829,10.22265911,10.08513355,7.105434895,6.784544945,6.791093826,6.935166836,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.03%,0.51%,-4.16%,-4.86%,-6.14%,-4.80%,-3.90%,-2.81%,-0.19%,-1.54%,-30.63%,-33.76%,-33.70%,-32.29%
247,Sunpower Corporation,2016-09-27,engulfing_bullish,5.697445869,5.952848911,6.13621521,5.99214077,5.952848911,5.782579899,5.808774948,5.87426281,5.762934208,5.710544109,5.631958008,5.736739159,5.7301898,4.872299194,4.885396004,1,1,1,1,1,1,1,1,1,0,1,1,0,0,4.48%,7.70%,5.17%,4.48%,1.49%,1.95%,3.10%,1.15%,0.23%,-1.15%,0.69%,0.58%,-14.48%,-14.25%
248,Sunpower Corporation,2016-10-17,engulfing_bullish,5.566470146,5.736739159,5.880812168,6.024885178,6.06417799,5.952848911,5.7301898,5.546823978,5.422397137,5.147347927,4.931238174,4.760969162,4.571053982,4.453176022,4.662736893,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3.06%,5.65%,8.24%,8.94%,6.94%,2.94%,-0.35%,-2.59%,-7.53%,-11.41%,-14.47%,-17.88%,-20.00%,-16.24%
249,Sunpower Corporation,2016-12-27,engulfing_bullish,4.741322994,4.793713093,4.610346794,4.485919952,4.50556612,4.767518044,4.728225231,4.734774113,4.767518044,4.774066925,5.114603996,4.715127945,4.584152222,4.518663883,4.623445034,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1.11%,-2.76%,-5.39%,-4.97%,0.55%,-0.28%,-0.14%,0.55%,0.69%,7.87%,-0.55%,-3.32%,-4.70%,-2.49%
250,Sunpower Corporation,2017-01-31,engulfing_bullish,4.348395824,4.453176022,4.518663883,4.656188965,4.597249985,4.603797913,4.623445034,4.623445034,4.708579063,4.754419804,4.754419804,5.67125082,6.00523901,5.094956875,4.708579063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.41%,3.92%,7.08%,5.72%,5.87%,6.33%,6.33%,8.28%,9.34%,9.34%,30.42%,38.10%,17.17%,8.28%
251,Sunpower Corporation,2017-04-04,engulfing_bullish,4.040602207,4.158481121,4.12573719,4.132286072,4.649640083,4.616896152,4.44662714,4.472823143,4.394237041,4.485919952,4.584152222,4.682384014,4.950883865,4.963982105,4.721675873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.92%,2.11%,2.27%,15.07%,14.26%,10.05%,10.70%,8.75%,11.02%,13.45%,15.88%,22.53%,22.85%,16.86%
252,Sunpower Corporation,2017-04-10,engulfing_bullish,4.616896152,4.616896152,4.44662714,4.472823143,4.394237041,4.485919952,4.584152222,4.525212765,4.485919952,4.485919952,4.531762123,4.721675873,4.702030182,4.872299194,5.363458157,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.00%,-3.69%,-3.12%,-4.82%,-2.84%,-0.71%,-1.99%,-2.84%,-2.84%,-1.84%,2.27%,1.84%,5.53%,16.17%
253,Sunpower Corporation,2017-09-01,engulfing_bullish,5.913556099,6.044531822,6.424361229,6.214799881,5.972495079,5.677800179,5.566470146,5.566470146,5.638506889,5.762934208,5.664701939,5.088408947,4.806810856,4.721675873,4.629992962,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.22%,8.64%,5.09%,1.00%,-3.99%,-5.87%,-5.87%,-4.65%,-2.55%,-4.21%,-13.95%,-18.72%,-20.16%,-21.71%
254,Sunpower Corporation,2017-09-14,engulfing_bullish,5.61231184,5.762934208,5.664701939,5.61231184,5.487884998,5.160445213,5.153896809,5.088408947,4.787164211,4.865749836,4.846103191,4.800261974,4.662736893,4.381138802,4.44662714,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.68%,0.93%,0.00%,-2.22%,-8.05%,-8.17%,-9.34%,-14.70%,-13.30%,-13.65%,-14.47%,-16.92%,-21.94%,-20.77%
255,Sunpower Corporation,2018-02-13,engulfing_bullish,4.833005905,4.944334984,4.878847122,5.036017895,5.075311184,5.003273964,4.872299194,4.715127945,5.022921085,4.996726036,4.806810856,4.911591053,4.780615807,5.49443388,5.284872055,1,1,1,1,1,1,0,1,1,0,1,0,1,1,2.30%,0.95%,4.20%,5.01%,3.52%,0.81%,-2.44%,3.93%,3.39%,-0.54%,1.63%,-1.08%,13.69%,9.35%
256,Sunpower Corporation,2018-03-16,engulfing_bullish,4.721675873,4.911591053,5.291420937,5.49443388,5.330714226,5.186639786,5.435493946,5.448592186,5.284872055,5.297969818,5.180091858,5.435493946,5.363458157,6.057629108,5.900457859,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.02%,12.07%,16.37%,12.90%,9.85%,15.12%,15.40%,11.93%,12.21%,9.71%,15.12%,13.59%,28.29%,24.97%
257,Sunpower Corporation,2018-07-02,engulfing_bullish,5.271774769,5.278324127,5.173542976,5.193189144,5.265225887,5.265225887,5.258677006,5.265225887,5.265225887,5.173542976,5.088408947,4.885396004,4.774066925,4.911591053,4.616896152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12%,-1.86%,-1.49%,-0.12%,-0.12%,-0.25%,-0.12%,-0.12%,-1.86%,-3.48%,-7.33%,-9.44%,-6.83%,-12.42%
258,Sunpower Corporation,2018-07-25,engulfing_bullish,4.931238174,4.937787056,4.721675873,4.590701103,4.774066925,4.950883865,5.101506233,5.108055115,4.872299194,4.911591053,4.891944885,4.485919952,4.584152222,4.636541843,4.426980972,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.13%,-4.25%,-6.91%,-3.19%,0.40%,3.45%,3.59%,-1.20%,-0.40%,-0.80%,-9.03%,-7.04%,-5.98%,-10.23%
259,Sunpower Corporation,2018-08-01,engulfing_bullish,4.931238174,5.101506233,5.108055115,4.872299194,4.911591053,4.891944885,4.931238174,4.780615807,4.702030182,4.616896152,4.485919952,4.584152222,4.636541843,4.426980972,4.571053982,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.45%,3.59%,-1.20%,-0.40%,-0.80%,0.00%,-3.05%,-4.65%,-6.38%,-9.03%,-7.04%,-5.98%,-10.23%,-7.30%
260,Sunpower Corporation,2018-10-15,engulfing_bullish,4.381138802,4.571053982,4.564506054,4.702030182,4.656188965,4.597249985,4.400785923,4.38768816,4.296004772,4.230516911,4.165029049,4.361493111,4.302554131,4.289455891,4.813360214,1,1,1,1,1,1,1,0,0,0,0,0,0,1,4.34%,4.19%,7.32%,6.28%,4.93%,0.45%,0.15%,-1.94%,-3.44%,-4.93%,-0.45%,-1.79%,-2.09%,9.87%
261,Sunpower Corporation,2018-11-01,engulfing_bullish,4.07989502,4.217420101,4.361493111,4.178126812,4.289455891,4.237065792,4.165029049,4.302554131,4.217420101,4.106090069,4.165029049,4.073346138,4.584152222,4.381138802,4.047151089,1,1,1,1,1,1,1,1,1,1,0,1,1,0,3.37%,6.90%,2.41%,5.14%,3.85%,2.09%,5.46%,3.37%,0.64%,2.09%,-0.16%,12.36%,7.38%,-0.80%
262,Sunpower Corporation,2019-01-02,engulfing_bullish,3.320235968,3.444663048,3.588736057,3.66732192,3.562541008,3.588736057,3.63457799,3.601834059,3.75900507,3.686968088,3.647675037,3.608381987,3.93582201,3.87033391,4.315651894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.75%,8.09%,10.45%,7.30%,8.09%,9.47%,8.48%,13.22%,11.05%,9.86%,8.68%,18.54%,16.57%,29.98%
263,Sunpower Corporation,2019-01-24,engulfing_bullish,3.595284939,3.732809067,3.660773039,3.713162899,3.765552998,3.93582201,3.863785028,3.765552998,4.05369997,3.975115061,3.87033391,4.315651894,4.368041992,4.381138802,4.07989502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.83%,1.82%,3.28%,4.74%,9.47%,7.47%,4.74%,12.75%,10.57%,7.65%,20.04%,21.49%,21.86%,13.48%
264,Sunpower Corporation,2019-12-11,engulfing_bullish,4.950883865,4.970530033,5.127700806,5.435493946,5.245580196,5.297969818,5.291420937,5.114603996,5.186639786,5.278324127,5.514080048,5.094956875,5.206286907,5.87426281,5.573019028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.40%,3.57%,9.79%,5.95%,7.01%,6.88%,3.31%,4.76%,6.61%,11.38%,2.91%,5.16%,18.65%,12.57%
265,Sunpower Corporation,2019-12-13,engulfing_bullish,5.022921085,5.435493946,5.245580196,5.297969818,5.291420937,5.114603996,5.186639786,5.278324127,5.514080048,5.481336117,5.206286907,5.094956875,5.821873188,5.87426281,5.82842207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.21%,4.43%,5.48%,5.35%,1.83%,3.26%,5.09%,9.78%,9.13%,3.65%,1.43%,15.91%,16.95%,16.04%
266,Sunpower Corporation,2019-12-23,engulfing_bullish,5.160445213,5.278324127,5.514080048,5.481336117,5.206286907,5.140799046,5.173542976,5.094956875,4.937787056,5.094956875,5.101506233,5.703995228,6.057629108,5.880812168,6.483301163,1,1,1,1,0,1,0,0,0,0,1,1,1,1,2.28%,6.85%,6.22%,0.89%,-0.38%,0.25%,-1.27%,-4.32%,-1.27%,-1.14%,10.53%,17.39%,13.96%,25.64%
267,Sunpower Corporation,2020-02-28,engulfing_bullish,5.61231184,5.723640919,6.044531822,6.051081181,6.162409782,6.06417799,5.206286907,4.833005905,4.466273785,3.660773039,3.673870087,4.020956039,4.001309872,3.228553057,4.230516911,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.98%,7.70%,7.82%,9.80%,8.05%,-7.24%,-13.89%,-20.42%,-34.77%,-34.54%,-28.36%,-28.71%,-42.47%,-24.62%
268,Sunpower Corporation,2021-04-21,engulfing_bullish,27.37999916,28.97999954,29.42000008,29.70000076,29.76000023,28.70000076,28.68000031,26.87000084,26.20999908,24.45000076,24.59000015,22.5,23.37000084,23.71999931,24.22999954,1,1,1,1,1,1,0,0,0,0,0,0,0,0,5.84%,7.45%,8.47%,8.69%,4.82%,4.75%,-1.86%,-4.27%,-10.70%,-10.19%,-17.82%,-14.65%,-13.37%,-11.51%
269,Suncor,2015-05-15,engulfing_bullish,30.42000008,30.48999977,29.84000015,30.04999924,30.36000061,30.22999954,29.70999908,29.25,29.36000061,29.34000015,29.25,28.95000076,28.20000076,27.82999992,27.70000076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23%,-1.91%,-1.22%,-0.20%,-0.63%,-2.33%,-3.85%,-3.49%,-3.55%,-3.85%,-4.83%,-7.30%,-8.51%,-8.94%
270,Suncor,2015-07-13,engulfing_bullish,27.03000069,27.57999992,27.62999916,27.53000069,27.18000031,26.60000038,26.47999954,25.86000061,25.81999969,25.75,25.34000015,28.29000092,29.06999969,28.36000061,25.89999962,1,1,1,1,0,0,0,0,0,0,1,1,1,0,2.04%,2.22%,1.85%,0.56%,-1.59%,-2.04%,-4.33%,-4.48%,-4.74%,-6.25%,4.66%,7.55%,4.92%,-4.18%
271,Suncor,2015-09-29,engulfing_bullish,26.44000053,26.94000053,27.64999962,26.94000053,26.86000061,26.96999931,27.53000069,28.72999954,28.87000084,28.43000031,28.53000069,28.63999939,27.80999947,30.70000076,29.67000008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.89%,4.58%,1.89%,1.59%,2.01%,4.12%,8.66%,9.19%,7.53%,7.91%,8.32%,5.18%,16.11%,12.22%
272,Suncor,2016-06-02,engulfing_bullish,27.43000031,27.87999916,28.03000069,28.56999969,28.37000084,27.89999962,27.56999969,27.28000069,26.95000076,26.57999992,26.40999985,28.29000092,27.79000092,28.26000023,28.53000069,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1.64%,2.19%,4.16%,3.43%,1.71%,0.51%,-0.55%,-1.75%,-3.10%,-3.72%,3.14%,1.31%,3.03%,4.01%
273,Suncor,2017-02-09,engulfing_bullish,31.55999947,32.13000107,31.90999985,32.13999939,32.5,32.72000122,32.47000122,32.50999832,32.36000061,32.75999832,32.41999817,31.22999954,30.36000061,31.06999969,30.78000069,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1.81%,1.11%,1.84%,2.98%,3.68%,2.88%,3.01%,2.54%,3.80%,2.73%,-1.05%,-3.80%,-1.55%,-2.47%
274,Suncor,2017-04-21,engulfing_bullish,30.30999947,30.79000092,31.17000008,31.31999969,31.39999962,31.45000076,31.45999908,31.73999977,31.43000031,30.89999962,31.23999977,31.78000069,32.09999847,31.71999931,31.22999954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.58%,2.84%,3.33%,3.60%,3.76%,3.79%,4.72%,3.70%,1.95%,3.07%,4.85%,5.91%,4.65%,3.04%
275,Suncor,2017-07-11,engulfing_bullish,28.81999969,29.60000038,29.39999962,29.80999947,29.92000008,29.96999931,30.67000008,30.89999962,30.90999985,30.80999947,31.29999924,32.59000015,32.99000168,32.06000137,31.20000076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.71%,2.01%,3.44%,3.82%,3.99%,6.42%,7.22%,7.25%,6.91%,8.61%,13.08%,14.47%,11.24%,8.26%
276,Suncor,2018-02-16,engulfing_bullish,34.52999878,35.11999893,34.77999878,34.61999893,34.47999954,34.90000153,34.91999817,34.40999985,32.99000168,32.20999908,32.06000137,32.65999985,32.75,34.34999847,34.47000122,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1.71%,0.72%,0.26%,-0.15%,1.07%,1.13%,-0.35%,-4.46%,-6.72%,-7.15%,-5.42%,-5.16%,-0.52%,-0.17%
277,Suncor,2018-10-26,engulfing_bullish,33.88000107,34.31000137,33.47999954,34,34.40000153,34.31999969,34.25,34.50999832,35.36999893,35.06999969,33.97999954,33.79999924,33.00999832,33.43000031,31.92000008,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1.27%,-1.18%,0.35%,1.54%,1.30%,1.09%,1.86%,4.40%,3.51%,0.30%,-0.24%,-2.57%,-1.33%,-5.79%
278,Suncor,2019-04-29,engulfing_bullish,33.13000107,33.31000137,33.11000061,32.83000183,32.52000046,32.15000153,31.94000053,32.79000092,32.50999832,32.34999847,31.89999962,32.49000168,31.87999916,30.5,30.87999916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54%,-0.06%,-0.91%,-1.84%,-2.96%,-3.59%,-1.03%,-1.87%,-2.35%,-3.71%,-1.93%,-3.77%,-7.94%,-6.79%
279,Suncor,2020-03-30,engulfing_bullish,13.42000008,16.07999992,16.62999916,19.15999985,17.93000031,17.07999992,18.15999985,17.09000015,17.56999969,16.97999954,16.77000046,14.78999996,16.78000069,17.88999939,17.44000053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.82%,23.92%,42.77%,33.61%,27.27%,35.32%,27.35%,30.92%,26.53%,24.96%,10.21%,25.04%,33.31%,29.96%
280,Suncor,2021-07-26,engulfing_bullish,21.30999947,21.18000031,20.68000031,20.81999969,20.17000008,20.32999992,19.84000015,19.54000092,19.81999969,19.87000084,19.39999962,18.95000076,18.39999962,19.28000069,18.79999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.61%,-2.96%,-2.30%,-5.35%,-4.60%,-6.90%,-8.31%,-6.99%,-6.76%,-8.96%,-11.08%,-13.66%,-9.53%,-11.78%
281,Pfizer Inc,2015-10-01,engulfing_bullish,30.20872879,31.41366196,32.15370178,31.87855721,31.76470566,31.53700256,31.8595829,31.72675514,31.91650963,31.85009575,32.39089203,31.91650963,34.06072235,32.53320694,31.97343445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.99%,6.44%,5.53%,5.15%,4.40%,5.47%,5.03%,5.65%,5.43%,7.22%,5.65%,12.75%,7.70%,5.84%
282,Pfizer Inc,2016-02-09,engulfing_bullish,27.60910797,28.36812019,27.83681107,27.87476349,28.31119537,28.52941132,28.50094986,28.13092995,28.52941132,28.82352829,28.53889847,28.61480141,28.32068253,28.00758934,29.04174614,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.75%,0.83%,0.96%,2.54%,3.33%,3.23%,1.89%,3.33%,4.40%,3.37%,3.64%,2.58%,1.44%,5.19%
283,Pfizer Inc,2016-08-17,engulfing_bullish,33.33965683,33.54838562,33.32068253,33.47248459,33.46299744,33.56736374,33.38709641,33.30170822,33.3681221,33.37760925,33.14990616,33.02656555,32.57115555,32.6660347,32.32447815,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0.63%,-0.06%,0.40%,0.37%,0.68%,0.14%,-0.11%,0.09%,0.11%,-0.57%,-0.94%,-2.31%,-2.02%,-3.05%
284,Pfizer Inc,2016-09-15,engulfing_bullish,32.39089203,32.46679306,32.28652954,32.20113754,32.57115555,32.6660347,32.60910797,32.26755142,32.14421463,32.25806427,32.32447815,32.06830978,31.21442032,31.06261826,31.12903214,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.23%,-0.32%,-0.59%,0.56%,0.85%,0.67%,-0.38%,-0.76%,-0.41%,-0.21%,-1.00%,-3.63%,-4.10%,-3.90%
285,Pfizer Inc,2017-01-31,engulfing_bullish,30.1043644,30.06641388,30.1043644,30.58823586,30.67362404,30.69260025,30.69260025,30.87286568,30.78747559,31.01518059,31.09108162,32.02087402,32.76091003,32.35293961,32.92219925,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-0.13%,0.00%,1.61%,1.89%,1.95%,1.95%,2.55%,2.27%,3.03%,3.28%,6.37%,8.82%,7.47%,9.36%
286,Pfizer Inc,2017-12-08,engulfing_bullish,33.90891647,34.4022789,34.93358612,34.91461182,35,35.32258224,35.43643188,35.32258224,35.23719025,34.72485733,34.51612854,34.6489563,34.76280975,35.45540619,35.17077637,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.46%,3.02%,2.97%,3.22%,4.17%,4.51%,4.17%,3.92%,2.41%,1.79%,2.18%,2.52%,4.56%,3.72%
287,Pfizer Inc,2018-05-04,engulfing_bullish,33.05502701,33.33016968,33.29222107,33.5958252,33.50094986,33.73814011,34.07969666,33.9468689,34.04174423,33.9468689,33.91840744,34.07969666,34.68690872,34.91461182,34.36432648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.83%,0.72%,1.64%,1.35%,2.07%,3.10%,2.70%,2.99%,2.70%,2.61%,3.10%,4.94%,5.63%,3.96%
288,Pfizer Inc,2019-02-08,engulfing_bullish,40.06641388,40.14231491,39.85768509,39.90512466,39.96204758,40.3320694,40.66413879,40.37950516,40.15180206,40.92030334,41.14800644,41.35673523,39.39278793,39.91461182,39.99051285,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0.19%,-0.52%,-0.40%,-0.26%,0.66%,1.49%,0.78%,0.21%,2.13%,2.70%,3.22%,-1.68%,-0.38%,-0.19%
289,Pfizer Inc,2020-09-25,engulfing_bullish,34.20303726,34.70588303,34.6679306,35.06641388,35.18975449,34.78178406,34.99051285,35.13282776,34.71537018,35.27514267,35.21821594,36.16698456,36.31878662,33.70967865,34.83871078,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1.47%,1.36%,2.52%,2.89%,1.69%,2.30%,2.72%,1.50%,3.14%,2.97%,5.74%,6.19%,-1.44%,1.86%
290,Pfizer Inc,2021-02-17,engulfing_bullish,34.88999939,34.88000107,34.68000031,34.36999893,34.18999863,34.04999924,34.11000061,33.90000153,33.93000031,33.88999939,34.45000076,35.13999939,35.95999908,35.93000031,36.43000031,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-0.03%,-0.60%,-1.49%,-2.01%,-2.41%,-2.24%,-2.84%,-2.75%,-2.87%,-1.26%,0.72%,3.07%,2.98%,4.41%
291,Pfizer Inc,2021-03-03,engulfing_bullish,34.38999939,35.09000015,34.54999924,34.86999893,34.84999847,35.13999939,35.11999893,34.97999954,35.43000031,35.86000061,35.95999908,35.93000031,36.43000031,36.15000153,37.74000168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.04%,0.47%,1.40%,1.34%,2.18%,2.12%,1.72%,3.02%,4.28%,4.57%,4.48%,5.93%,5.12%,9.74%
292,Pfizer Inc,2021-09-20,engulfing_bullish,44.20000076,44.72999954,44.38999939,44.72000122,44.40999985,44.13000107,43.27999878,43.68999863,44.04999924,43.09999847,43.34999847,42.61999893,41.70000076,43.24000168,43.66999817,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.20%,0.43%,1.18%,0.48%,-0.16%,-2.08%,-1.15%,-0.34%,-2.49%,-1.92%,-3.58%,-5.66%,-2.17%,-1.20%
293,Pfizer Inc,2021-10-22,engulfing_bullish,43.15999985,43.24000168,43.75999832,43.56000137,43.66999817,43.66999817,43.66999817,43.66999817,43.66999817,43.66999817,43.66999817,43.66999817,43.66999817,43.66999817,43.66999817,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.19%,1.39%,0.93%,1.18%,1.18%,1.18%,1.18%,1.18%,1.18%,1.18%,1.18%,1.18%,1.18%,1.18%
294,AbbVie Inc,2015-04-06,engulfing_bullish,57.61000061,58.75,58.97999954,60.43000031,62.33000183,62.15999985,61.81000137,62.70000076,62.90999985,62.79000092,64,66.66000366,65.44000244,65.80000305,65.91000366,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.98%,2.38%,4.90%,8.19%,7.90%,7.29%,8.84%,9.20%,8.99%,11.09%,15.71%,13.59%,14.22%,14.41%
295,AbbVie Inc,2015-08-12,engulfing_bullish,68.75,69.08999634,69.44000244,69.81999969,69.73999786,69.08000183,68.43000031,67.16000366,64.84999847,65.12000275,63.22000122,61.59999847,60.13000107,60.91999817,57.47999954,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.50%,1.00%,1.56%,1.44%,0.48%,-0.47%,-2.31%,-5.67%,-5.28%,-8.04%,-10.40%,-12.54%,-11.39%,-16.39%
296,AbbVie Inc,2016-02-22,engulfing_bullish,55.27999878,56.31000137,55.06999969,56.22999954,56.79000092,56,56.34000015,56.43000031,56.09000015,56.70000076,56.5,57.72999954,56.77999878,57.09999847,59.56000137,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1.86%,-0.38%,1.72%,2.73%,1.30%,1.92%,2.08%,1.47%,2.57%,2.21%,4.43%,2.71%,3.29%,7.74%
297,AbbVie Inc,2016-10-25,engulfing_bullish,61.54999924,61.70999908,61.72000122,58.38999939,57.29999924,56.61000061,57.18999863,57.29000092,56.86999893,61.15999985,59.61000061,63.38999939,60.56000137,61.84000015,60.65000153,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0.26%,0.28%,-5.13%,-6.91%,-8.03%,-7.08%,-6.92%,-7.60%,-0.63%,-3.15%,2.99%,-1.61%,0.47%,-1.46%
298,AbbVie Inc,2017-02-14,engulfing_bullish,60.81999969,61.84000015,61.90999985,62.08000183,62.11000061,61.95000076,62.24000168,62.22999954,62.36999893,62.40000153,62.93000031,64.68000031,66.79000092,65.73000336,66.26999664,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.68%,1.79%,2.07%,2.12%,1.86%,2.34%,2.32%,2.55%,2.60%,3.47%,6.35%,9.82%,8.07%,8.96%
299,AbbVie Inc,2018-04-04,engulfing_bullish,92.94000244,93.26999664,92.76999664,93.37999725,94.38999939,94.48000336,93.70999908,92.63999939,93.48999786,94.01000214,94.59999847,92.27999878,101.7600021,102.0400009,105.6500015,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0.36%,-0.18%,0.47%,1.56%,1.66%,0.83%,-0.32%,0.59%,1.15%,1.79%,-0.71%,9.49%,9.79%,13.68%
300,AbbVie Inc,2018-06-28,engulfing_bullish,92.43000031,94.45999908,93.30000305,94.37000275,95.05999756,97.06999969,98.34999847,98.94999695,97.5,95.66999817,96.86000061,89.63999939,92.26999664,96.84999847,96.73999786,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2.20%,0.94%,2.10%,2.85%,5.02%,6.41%,7.05%,5.49%,3.51%,4.79%,-3.02%,-0.17%,4.78%,4.66%
301,AbbVie Inc,2018-07-02,engulfing_bullish,93.11000061,94.37000275,95.05999756,97.06999969,98.34999847,98.94999695,97.5,95.66999817,96.86000061,96.81999969,97.16999817,91.61000061,92.62999725,98.34999847,97.34999847,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1.35%,2.09%,4.25%,5.63%,6.27%,4.72%,2.75%,4.03%,3.99%,4.36%,-1.61%,-0.52%,5.63%,4.55%
302,AbbVie Inc,2018-11-27,engulfing_bullish,87.68000031,88.95999908,90.33000183,94.26999664,94.72000122,94.98000336,90.48000336,90,87.87999725,89.44000244,90.16999817,86.30000305,89.93000031,89.13999939,88.30999756,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1.46%,3.02%,7.52%,8.03%,8.33%,3.19%,2.65%,0.23%,2.01%,2.84%,-1.57%,2.57%,1.67%,0.72%
303,AbbVie Inc,2018-12-20,engulfing_bullish,85.37000275,88.70999908,86.44000244,89.08999634,89.93000031,92.81999969,92.98999786,91.26000214,88.80000305,89.13999939,90.76000214,86.97000122,89.36000061,78.16000366,80.05999756,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3.91%,1.25%,4.36%,5.34%,8.73%,8.93%,6.90%,4.02%,4.42%,6.31%,1.87%,4.67%,-8.45%,-6.22%
304,AbbVie Inc,2019-01-17,engulfing_bullish,87.19999695,89.79000092,89.36000061,89.27999878,88.44000244,82.61000061,80.09999847,78.16000366,79.19000244,81.30999756,80.73000336,79.86000061,81.69999695,80.62000275,80.73000336,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.97%,2.48%,2.39%,1.42%,-5.26%,-8.14%,-10.37%,-9.19%,-6.76%,-7.42%,-8.42%,-6.31%,-7.55%,-7.42%
305,AbbVie Inc,2019-03-21,engulfing_bullish,81.23999786,81.98999786,80.04000092,81.19000244,81,80.48999786,80.90000153,81.11000061,83.48999786,84.73000336,83.37999725,83.25,78.20999908,80.65000153,78.80000305,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0.92%,-1.48%,-0.06%,-0.30%,-0.92%,-0.42%,-0.16%,2.77%,4.30%,2.63%,2.47%,-3.73%,-0.73%,-3.00%
306,AbbVie Inc,2019-05-06,engulfing_bullish,79.26000214,78.98999786,78.88999939,78.12999725,77.73000336,77.30000305,79.36000061,79.15000153,80.75,80.08000183,80.38999939,80.09999847,77.44000244,78.90000153,79.19999695,0,0,0,0,0,1,0,1,1,1,1,0,0,0,-0.34%,-0.47%,-1.43%,-1.93%,-2.47%,0.13%,-0.14%,1.88%,1.04%,1.43%,1.06%,-2.30%,-0.45%,-0.08%
